-55, -20, 30.122
-56.669, -18.903, 20
-55.014, -19.579, 82.417
-53.277, -20.571, 79.275
-51.57, -21.614, 76.004
-49.836, -22.606, 72.588
-47.963, -23.301, 81.15
-46.015, -23.747, 84.608
-44.033, -24.016, 81.551
-42.039, -24.16, 78.375
-40.04, -24.219, 75.064
-38.04, -24.221, 71.601
-36.04, -24.187, 67.961
-34.041, -24.134, 64.114
-32.042, -24.075, 60.022
-30.042, -24.02, 55.63
-28.043, -23.979, 50.859
-26.043, -23.961, 45.592
-24.043, -23.973, 39.632
-22.047, -24.074, 32.603
-20.111, -24.542, 23.601
-18.607, -25.802, 20
-18.236, -27.741, 55.736
-18.573, -29.708, 78.489
-19.181, -31.613, 75.184
-19.896, -33.481, 71.727
-20.644, -35.336, 68.093
-21.384, -37.193, 64.255
-22.086, -39.066, 60.173
-22.722, -40.962, 55.792
-23.264, -42.887, 51.038
-23.678, -44.843, 45.793
-23.928, -46.827, 39.865
-24.052, -48.822, 32.883
-24.455, -50.776, 23.972
-25.586, -52.385, 20
-27.483, -52.895, 41.984
-29.451, -52.574, 80.865
-31.347, -51.941, 89.424
-33.199, -51.185, 86.537
-35.032, -50.385, 83.55
-36.865, -49.585, 80.453
-38.71, -48.814, 77.231
-40.579, -48.103, 73.87
-42.479, -47.477, 70.348
-44.412, -46.966, 66.64
-46.378, -46.603, 62.715
-48.368, -46.419, 58.526
-50.366, -46.321, 54.012
-52.365, -46.261, 49.085
-54.364, -46.289, 43.606
-56.229, -46.859, 37.498
-58.028, -47.647, 30.12
-59.992, -48.01, 20
-59.84, -49.504, 50.427
-58.229, -50.687, 66.737
-56.542, -51.762, 62.816
-54.845, -52.819, 58.633
-53.157, -53.892, 54.128
-51.495, -55.004, 49.212
-49.873, -56.175, 43.748
-48.314, -57.426, 37.497
-46.856, -58.794, 29.971
-45.939, -60.528, 20
-47.131, -61.995, 48.369
-49.02, -62.64, 70.51
-50.979, -63.039, 66.812
-52.955, -63.344, 62.895
-54.937, -63.611, 58.718
-56.92, -63.874, 54.22
-58.901, -64.152, 49.313
-60.876, -64.467, 43.861
-62.841, -64.837, 37.628
-64.79, -65.285, 30.132
-66.711, -65.84, 20
-68.61, -65.679, 20
-69.315, -63.87, 56.824
-69.257, -61.875, 83.236
-68.945, -59.9, 92.217
-68.522, -57.946, 94.433
-68.021, -56.01, 96.96
-67.473, -54.086, 97.704
-66.893, -52.172, 98.252
-66.288, -50.266, 98.667
-65.664, -48.366, 98.986
-65.026, -46.47, 99.239
-64.377, -44.579, 99.442
-63.72, -42.69, 99.608
-63.056, -40.803, 99.608
-62.386, -38.918, 99.747
-61.714, -37.035, 99.866
-61.04, -35.152, 99.969
-60.364, -33.27, 99.94
-59.688, -31.387, 99.94
-59.012, -29.505, 99.858
-58.338, -27.622, 99.781
-57.665, -25.739, 99.709
-56.996, -23.854, 99.709
-56.33, -21.968, 99.64
-55.666, -20.081, 99.573
-55.008, -18.193, 99.573
-54.356, -16.302, 99.505
-53.707, -14.41, 99.437
-53.065, -12.516, 98.15
-52.431, -10.619, 95.527
-51.802, -8.721, 92.83
-51.182, -6.819, 90.052
-50.572, -4.915, 87.186
-49.968, -3.008, 84.222
-49.375, -1.098, 81.15
-48.794, 0.816, 77.957
-48.221, 2.732, 74.628
-47.662, 4.652, 71.143
-47.117, 6.577, 67.479
-46.58, 8.503, 63.603
-46.922, 10.403, 59.624
-47.453, 12.331, 55.201
-47.74, 14.308, 50.396
-47.727, 16.307, 45.078
-47.635, 18.304, 39.039
-47.662, 20.304, 31.877
-47.812, 22.298, 22.544
